label,Degree 5,Degree 6,Degree 8,Degree 9
0.0,0.14662181742771774,0.1349260112978376,0.12749727531341315,0.11834984556036361
0.0,0.13627280226060398,0.11484029070003991,0.10181580019624378,0.08909629891172087
0.0,0.18839253105304576,0.16076368836921262,0.14922249236965654,0.12973980255498213
0.0,0.1263002739416527,0.11744218137642834,0.08891887991194684,0.08515647252245076
0.0,0.16393825400976553,0.10123936460454261,0.1336883205042587,0.1141141949447321
0.0,0.18609094159368367,0.09477854186777174,0.10202539453008304,0.1385603832201905
0.0,0.12258357261358784,0.06380922593326198,0.1117723389470339,0.09092649147084114
0.0,0.08941568376644574,0.09434625850303305,0.1144681896549192,0.08226259457927897
0.0,0.15086673836500214,0.13813862152761336,0.11460779160149752,0.10133403303622367
0.0,0.10662459084214417,0.08132254940251292,0.08179892326943457,0.08030086528245496
1.0,0.12995477395079016,0.05978305498291694,0.09397305212253085,0.0976021414852037
1.0,0.07567139176744561,0.05725305309903393,0.09129889941516145,0.0655531469412206
1.0,0.1227825665168317,0.07651691554953495,0.10486105860191228,0.12793383387998286
1.0,0.12376127337111112,0.09119529324914813,0.09005953620042687,0.07168361627822004
1.0,0.08541114283050277,0.05961725795350489,0.09821511578647571,0.09584823130501449
1.0,0.11097008864766117,0.07858517665833101,0.12946894904041759,0.11113186272938712
1.0,0.0923018604584409,0.10744670680461754,0.10369449863757664,0.09342719611302483
1.0,0.14342883856346406,0.08469120422939727,0.09508652332254397,0.0998297543130248
1.0,0.08648439216476943,0.059322610727254275,0.07731820101976936,0.10279140247308635
1.0,0.08825794120137295,0.08527718046860751,0.10794961279621991,0.11368504504548481
2.0,0.13160547110821463,0.09945927004608722,0.08720090453215736,0.10778942439704403
2.0,0.11371753476053897,0.11854261815692375,0.12692860009939394,0.11409498687363594
2.0,0.09728276385715195,0.06988089606452927,0.06738101971230598,0.060774911749146884
2.0,0.19756350460498262,0.1464411360548837,0.10880389734843852,0.1071969583886215
2.0,0.1410015321654575,0.11770257340461462,0.11308135033739752,0.10732422674400446
2.0,0.15176587291960045,0.12393781538029268,0.1581262791661347,0.12933989133757917
2.0,0.15939930538505806,0.1345976058918679,0.1544430540176065,0.14320910160107528
2.0,0.12442772542455531,0.09360424087435627,0.09599785433674538,0.10078009792046749
2.0,0.12979703763746586,0.10630037413535395,0.13995609481026727,0.12591940699092732
2.0,0.1458657544273181,0.1799761027082976,0.15306228015048678,0.16805414693802503
3.0,0.15089024118699976,0.14626938348346122,0.1682056596240483,0.14729983633647611
3.0,0.16716661624604873,0.14086189922550263,0.1608966575688468,0.11382404554219645
3.0,0.16837089830771573,0.13322158325164798,0.14546778594678017,0.14407202630967963
3.0,0.12892592073602543,0.15587048337858936,0.1395976430430336,0.14405648432876214
3.0,0.17437726125748151,0.15582318877925008,0.16887722589065945,0.17069356206436206
3.0,0.22081494470950452,0.19499753530635971,0.20472799813006856,0.18050106982441144
3.0,0.21123439474243,0.20611315379203984,0.20619664044996425,0.17691552722540355
3.0,0.1772576367600644,0.14961590718769868,0.1563423852923855,0.1614969713755676
3.0,0.21395553723066896,0.16597689876257252,0.2030329002965934,0.1898456684109873
3.0,0.1808798891375584,0.15577671126088757,0.18261811969298422,0.18738545760494163
4.0,0.19384384811076533,0.18671638138556818,0.17854913383227536,0.19481060918130239
4.0,0.07664589201101941,0.09294067013293864,0.09652890735363139,0.10467495127670624
4.0,0.12572153678254594,0.11625115148426114,0.11593993759654872,0.11605167873309827
4.0,0.10692700937501128,0.12159098496838071,0.1396992214096363,0.14303165015931893
4.0,0.10621838548640489,0.0964360816822758,0.1234098910367275,0.13813235291131154
4.0,0.11976276525234468,0.11560974006428011,0.12652872616224295,0.12660747905903022
4.0,0.11746108477807568,0.12715244023440622,0.14840597500267477,0.14691612296170217
4.0,0.21049719389687388,0.21139104045691423,0.14710897547529536,0.14535372542231176
4.0,0.09834816998165598,0.10016221448128573,0.11779158187177742,0.14451772302883145
4.0,0.16384757243339645,0.18405393631681802,0.21448708344351927,0.17789531827000543
5.0,0.1122863795288748,0.09422212855734068,0.1299842836138073,0.12173292838725293
5.0,0.1255720481430131,0.15620596925152652,0.15771294869664096,0.21129726150674238
5.0,0.13545693737360165,0.0746787552342862,0.09143189746784955,0.10600318320113565
5.0,0.15953961238433068,0.12273176500336715,0.1590698396524475,0.17105489639339358
5.0,0.02771849843179657,0.0220309463996523,0.038542739678603395,0.05450986820588045
5.0,0.05704228966598318,0.07465080901649937,0.06725197176242353,0.06484570382748937
5.0,0.09871925369665259,0.06353282491078671,0.08005216842792005,0.08175434115628516
5.0,0.06248820685252499,0.051259968022496695,0.03762905536610549,0.03691838063840522
5.0,0.10283454608438256,0.08688623946387825,0.11067080063353853,0.1214323532176716
5.0,0.071879008237575,0.06921265557546447,0.10012889156381889,0.06462538904357172
6.0,0.195730978168682,0.18674901911348982,0.18657380311295976,0.15347668830247493
6.0,0.22280136119208144,0.20565946525451065,0.2192547543329418,0.18895495930285086
6.0,0.1888721820619091,0.16281529007216866,0.19417570542535875,0.17040155115765354
6.0,0.1953014528556638,0.18847749418756152,0.20061590337959662,0.1773835980856832
6.0,0.25090827475979294,0.2623424782157317,0.2506659788994115,0.26300398531592784
6.0,0.21197147574585162,0.178390435262897,0.16789446537914987,0.12887103132779412
6.0,0.23671201090176894,0.1840383929691497,0.20422516054268816,0.1822970762744378
6.0,0.20890234500294833,0.2055722896040098,0.180313871129077,0.17345201306824448
6.0,0.18646444862941558,0.17588829729316383,0.1826282072805232,0.1348819949023878
6.0,0.23613804021674945,0.24107359796477873,0.28512689099557365,0.24019741505637116
7.0,0.14286630754070093,0.1399859073633784,0.1602395307233484,0.158730884416337
7.0,0.13743739413371867,0.12948993283610497,0.1289494918768518,0.12176789930563393
7.0,0.1320379645258,0.12044164926413425,0.14060895154331426,0.15621611236773153
7.0,0.19447796337528125,0.15462923375801643,0.1384520241883318,0.1376729279425506
7.0,0.20716656668384864,0.15044892050206937,0.14211984666966382,0.1319541515782444
7.0,0.2117257440088005,0.106917568705242,0.11685741005041705,0.1487949135554678
7.0,0.12691592158392476,0.13573562899842642,0.13439302883836501,0.0852094849512172
7.0,0.13603086834569897,0.09672610577406325,0.09851868851001422,0.08386008034915374
7.0,0.1875523350442649,0.1426828713274127,0.15743876549305652,0.12426932718365025
7.0,0.20308295112364785,0.18400488185580632,0.1838021476680299,0.18986057211419233
8.0,0.10802315860297884,0.09356599595390197,0.15163644726316605,0.12466338454434236
8.0,0.14553740213276017,0.10759691439531624,0.11752389968437697,0.1078127207745626
8.0,0.15088844741191693,0.12246608638298712,0.14287585678950077,0.13015393425334432
8.0,0.09805216604360986,0.09373356180525842,0.11098020563581541,0.11894900036299928
8.0,0.1459668471842878,0.12756335225265147,0.16113511860707433,0.14166277014740344
8.0,0.10516909797545587,0.08942145608042537,0.10768201153703173,0.09853979137930309
8.0,0.09241676265617547,0.08237786187620869,0.13920032208612693,0.1057546350889552
8.0,0.13732418503714228,0.12422348846507564,0.1231075621362199,0.12497499710389638
8.0,0.11755019804645304,0.09994242139863432,0.10405390139630952,0.10222508308686235
8.0,0.10174162382387533,0.084299086233945,0.10040437682671452,0.09685136939008487
9.0,0.17998395149055738,0.16867118022110777,0.16785189691637906,0.14591349386816
9.0,0.11464574679610227,0.11619082703292,0.1306910437005331,0.10838676674851848
9.0,0.11674259244784803,0.13257850100508722,0.16074776507828947,0.15424158200017057
9.0,0.08478496251600752,0.0893388544458884,0.1096437704853588,0.11710379126769956
9.0,0.1197383281408318,0.12462720221660503,0.11294116574758833,0.09986273980495626
9.0,0.16517799471386152,0.1459062057054967,0.14211894611985956,0.1317082638002709
9.0,0.15776445600629857,0.1329286455567123,0.12753701337809184,0.1174461852337128
