label,LFC,MLFC,MFC,LFC ratio,MLFC ratio,MFC ratio
0.0,22.379666490180963,77.02816222584347,51.51771789028211,nan,nan,nan
0.0,25.921608366094972,83.19407951042427,34.56252154073848,0.21230006890623201,0.2355684310667026,0.18190175214476817
0.0,9.869792345926184,99.74148816481221,68.59391416147456,0.09588849224438199,0.05658023655007173,0.05898414295328097
0.0,2.7010586390880245,143.0957686537786,39.51897832396896,0.45158777013943124,0.3489541534622501,0.394764591262308
0.0,2.8025136492785525,12.070031566375707,31.953948795572128,0.1250032673190369,0.1006853504768915,0.09176224645338223
0.0,6.322142840907394,18.057279928715413,37.945433540121854,0.400669519620698,0.2734838103061553,0.3037256946924619
0.0,5.042588620670332,18.469311833347888,46.41833723438879,0.2501224791331229,0.11596220527044634,0.13110051226096583
0.0,6.615564633293373,31.9235415364169,52.47413704928134,0.34367285502873857,0.24399283341745487,0.26408488799336116
0.0,5.559947159541754,113.69911696723567,43.334948467619434,nan,nan,nan
0.0,12.679312161566925,16.264078587627594,28.47348071684798,0.43552459057989495,0.378888608913837,0.5476641760340769
0.0,12.747071147263554,33.39036203369091,44.542577810515404,0.5067869762694655,0.791178560628431,0.19014559708615145
0.0,1.2454945779513715,52.124461452750296,15.186131675253222,0.1923894305774821,0.27268468073395496,0.06059006664083124
0.0,25.251052971344198,29.606714898219447,44.547470076729674,0.35162601563215057,0.4389823376986287,0.607036877475332
0.0,41.700673549584096,34.973703225590036,42.82156516953692,0.0863382059811054,0.09392667273629102,0.09495010428220059
0.0,40.917662127535884,21.68920284731768,23.237591977425044,0.5056793337732226,0.5797618416237029,1.9223644133802678
0.0,25.78650582364166,22.44845139002858,26.764039536924766,0.21823723651771718,0.23630524242026635,0.4344690167678464
0.0,31.397432983727313,26.006239429177256,28.559613220324493,0.39523532382542714,0.4873550125794162,0.7568666920494339
0.0,43.92573873085359,38.433048977795885,36.34257816044824,0.23793788591066095,0.1880600423137447,0.18457108343054246
0.0,35.77270490710703,27.304367449719166,25.71874533348093,0.06357610313605958,0.08196513190925794,0.03989648339269661
0.0,32.12111300774875,23.475821173741476,33.66882488729482,nan,nan,nan
0.0,28.044447546251575,26.768065016534706,31.583916265036382,0.17259705443187162,0.26218350656698364,0.3652386354916114
0.0,38.632900148177704,52.74771537219506,29.25633824043464,0.2455213508703576,0.3936632881922464,0.32227980826826425
0.0,58.89352183772349,50.81450743136166,36.366069965487014,0.5641368784226475,0.8447108892552283,1.829101060428406
0.0,23.32330590748599,32.851712267667516,39.01391453892399,nan,nan,nan
0.0,27.534883002955365,32.162414685987294,30.797758604933918,0.3546242957472669,0.4681278087785686,0.39372141869666405
0.0,34.73060638447733,46.260142504903655,29.621823137547217,0.19701884014298693,0.18603313782838174,0.34785949102156777
0.0,20.41354340757736,34.357340175778376,21.803569937751064,0.3676384427374115,0.5152358087691051,0.6066007251217392
0.0,10.069688722681443,44.853949807278056,31.151166380716,0.250887963489368,0.3039628008255937,0.5269380410456448
0.0,13.193996667362756,33.222518104775105,33.11841355804873,0.2774800383912269,0.2961980545518323,0.20217441335143552
0.0,0.31546781480999153,71.22571646687491,33.54310576181959,0.4362679493870416,0.6549597303979351,0.38158104435632134
0.0,0.3792276876436044,74.52713247323908,54.797795023904754,0.1473881057024072,0.1938211341734927,0.2247128191785752
0.0,0.27025126953262896,69.33807952744421,46.19854611079298,0.6850014804318303,0.9059611823834361,0.48421216086293745
0.0,0.3071714739711365,65.48704325073066,24.798948822833463,0.8798743813158142,0.9174058117090967,0.4472090856602764
0.0,0.28017177818420386,64.71398455636978,42.66570510054325,0.18736339615108452,0.15600404185252856,0.09746623869944535
0.0,0.27908168707970143,74.9877102235951,37.14721057340157,0.4257943166837314,0.35307544933745527,0.32288370063880983
0.0,0.4105586778403236,83.24587402703493,58.63731636806252,0.3868189486878962,0.3044086482469592,0.24944780091482582
0.0,0.43379839440740103,57.09369699709647,66.39621052645049,0.0970738150986695,0.2433817027617766,0.08939429946524513
0.0,0.30348047873757894,35.97289575348103,16.479638116285813,0.8044621206494172,0.7057047401752432,0.6101052287593755
0.0,0.42584416565902766,62.72255765507415,56.826881789991106,0.3683671887425704,0.44739700978461683,0.22872264945244974
0.0,0.20097370294114783,40.51457066773298,22.055602234346,0.4666568478005343,0.2961554423305491,0.3317410484706985
0.0,28.803808408676456,104.38131916318007,47.13102255397492,nan,nan,nan
0.0,26.559284493428525,110.12008768592494,38.66802366522952,nan,nan,nan
0.0,24.090319115696875,105.92634644406533,23.089730919387218,0.2951965816321932,0.28303385994275004,0.24311590438472624
0.0,26.855298476888844,97.82678208936676,41.59413771541485,nan,nan,nan
0.0,26.317303366325614,132.25598739818273,36.06880970271818,0.31807769593218077,0.2778746160661233,0.1885158061653516
0.0,20.131869633629908,150.23551686196822,38.983648725587855,nan,nan,nan
0.0,24.65049832812353,90.10580737551167,29.475456199246317,nan,nan,nan
0.0,19.88565048421772,78.91225614055554,40.379021825855965,0.40185164918891,0.3925115042923305,0.4041538130867411
0.0,24.19248208523848,92.13686952361991,39.903796145129164,nan,nan,nan
0.0,18.281732394109643,61.225947839155,28.70724127492975,0.4544476413603996,0.5306691157711122,0.5077610865586091
0.0,55.76408636088664,149.5681674884937,53.106985894745165,nan,nan,nan
0.0,32.41264899203947,162.8413381950087,62.60663776321227,nan,nan,nan
0.0,15.884249950149565,93.43269282637884,25.62872546211253,0.6742256225912565,0.5519565902768623,0.5276164770429769
0.0,38.9004208230724,115.66964485176183,45.0206355748679,0.6379066625650563,0.4990673590841688,0.35550128955675137
0.0,44.232462327135295,177.45407580045907,60.53603259117793,nan,nan,nan
0.0,37.20174323591423,122.27427650434672,40.376703934497556,nan,nan,nan
0.0,22.35316187582622,121.14558054457065,37.255458397338195,0.7478192042484628,0.44544421363650977,0.4986688953719731
0.0,29.02561982411889,147.36324978184658,51.65609410759626,0.3335228018225661,0.34025183702823236,0.34466729669504725
0.0,31.38734993826121,100.27238548324127,54.41650477548425,0.5277524092073083,0.30966138825422795,0.24503822238700332
0.0,37.49735817533402,128.60128682518354,48.60097950566497,nan,nan,nan
0.0,46.19774758632993,173.21052579027568,54.89227714196596,nan,nan,nan
0.0,11.82129459328119,100.86244074221304,45.0184879717817,0.44296061807573345,0.4115297655732062,0.4034515798413704
0.0,2.6208959898007365,58.68011881096905,24.27490467481847,0.07518943403829025,0.13581213525197777,0.0700627972908512
0.0,2.93703370474436,39.670336275285564,28.120497868379935,0.27622365099544727,0.3529813089228046,0.25738470133553143
0.0,4.035533174452015,49.048660867540725,46.204882948182714,nan,nan,nan
0.0,3.705086349691724,30.66948895417588,29.066464931790318,0.15150730965229214,0.16817113144261656,0.11136225291284955
0.0,3.102096868594215,70.1170025956739,34.56848481382099,nan,nan,nan
0.0,4.5175252419621446,61.12742250683227,44.21553577811612,nan,nan,nan
0.0,4.289452045539792,50.652890128128064,33.88220230358466,nan,nan,nan
0.0,3.3853632848230704,26.140038197871203,43.3611649814464,nan,nan,nan
0.0,2.6922815489657936,44.58462090645468,34.58543685789019,0.1549341443699713,0.22878590913068605,0.09931251060960093
0.0,4.358164585657836,62.307713747019505,42.597093675194714,nan,nan,nan
0.0,2.485866355776684,40.053688700195885,43.86568018491196,0.11153027542273286,0.13206785849277244,0.08908814330844032
0.0,53.45271796531523,167.24406188302322,93.6720357922027,nan,nan,nan
0.0,36.1572028005562,145.24759349126123,65.70113268565954,0.3447465447811293,0.3700481609456867,0.2529491320385113
0.0,61.05809621379648,152.4088189634311,51.501005280959355,0.3588975496856648,0.37181009910585877,0.3967030564899597
0.0,59.81670975729514,165.2292697694742,40.52945504486347,0.06377576614719123,0.05864609629487858,0.04142353955488242
0.0,20.961859273339755,173.71719611877432,72.6708186450291,nan,nan,nan
0.0,22.18547032845815,170.02728579764891,81.0074294486764,nan,nan,nan
0.0,19.87216419629426,212.07536930636152,77.79038158349664,nan,nan,nan
0.0,16.35702394250775,151.15406403945897,70.9917071665248,0.07187035973627363,0.0609130556917228,0.0468460475798452
0.0,22.720399222873628,137.30170098819679,74.36009596216104,0.2540318934602032,0.22581349236100534,0.28328313589988047
0.0,11.86937224924894,137.8869256167399,85.019952495898,0.20316842732453794,0.20111211571822663,0.1747597625173943
0.0,32.400884552228156,212.4346251331903,65.22399042173218,nan,nan,nan
0.0,40.446997895779354,171.96476806398715,74.09318851327909,1.58581951450446,2.8285702984907,1.8012367486922027
0.0,14.213712130239214,114.43787521752559,42.86431619869878,0.3846173591375678,0.36533917748135825,0.14910604149037987
0.0,16.676686651080804,97.76437682534215,37.48691961865143,0.07111878197271224,0.2516330856055133,0.19629003283384924
0.0,8.951084919296616,120.26406305150064,49.47358293458498,0.2942517175499623,0.2729562943232991,0.2263204489380847
0.0,8.477766866474875,120.18677528926648,44.27343663992847,nan,nan,nan
0.0,1.770101481228936,52.80126523804787,11.230451289308958,0.3543410242494492,0.44314166565196095,0.3296375296486043
0.0,12.452930786161096,121.54962376113293,38.11637073839365,0.2903126324045161,0.2347488767994252,0.24024582483040616
0.0,4.78786604830061,105.54891487683571,25.452996885600825,0.4239433491258312,0.348811726149747,0.45428969387697693
0.0,12.98635878570653,60.397622551934646,15.415071720032365,1.0664520427234057,0.6070116188699916,1.1190490469790473
0.0,5.140628292170442,71.64974744908892,15.352493091590361,0.6002343364201604,0.6008105989061429,0.6028213154114821
0.0,6.418111498541457,132.04414054064546,26.907258151859814,0.5360330748046029,0.4543809764931068,0.43071401371728907
0.0,9.666925313704445,154.6726180561065,56.72388699127798,0.09476504186169146,0.09194066507367796,0.0798934044310471
0.0,1.858350724403409,27.560855733414154,17.094691339704053,0.4125856553932705,0.34687732780895925,0.4944194363536955
0.0,9.37151705984376,161.03246328931297,60.18516819532874,nan,nan,nan
0.0,11.442208370117841,90.16451777091464,37.91337825425054,nan,nan,nan
