label,Minor 9,Major 9,Minor 3,Major 3,Major 5,Minor 7,Major 7
0.0,0.2616199521651076,0.1275457274864403,0.1109017086938895,0.14579110071368356,0.17719449919564503,0.13079925622145375,0.2755785219225086
0.0,0.3285481322564596,0.1285022887626963,0.0968249815807485,0.10454979944833373,0.17282974159476974,0.13209372093614177,0.2867247688648519
0.0,0.2556765804904665,0.12912841679752574,0.13690550276506644,0.16887129068355722,0.24089046444410386,0.1511640909470263,0.27165285982083587
0.0,0.30549841004744277,0.12140823800085393,0.11326272560717837,0.1058987345596605,0.12671986366545215,0.13547051798453857,0.43364170654943324
0.0,0.23178127452400027,0.07009020431635808,0.09517867239408176,0.14669084175378264,0.19703167341767625,0.10355729921791154,0.18980222443826042
0.0,0.2432960914523343,0.06022097695913198,0.09238422603415974,0.1191734986173744,0.16440771917536043,0.07934351610533438,0.16198158480217395
0.0,0.2356942952465293,0.061393022165853406,0.08133042221565179,0.11844727407936449,0.10809150137500191,0.06750055654810345,0.2166122563328212
0.0,0.30929981951827207,0.09766562121659227,0.08445451002775203,0.1259420702171035,0.17036204356537338,0.10311723579156021,0.27393604821556083
0.0,0.2758460375284242,0.13684207375511345,0.10867705772537824,0.12015624155800207,0.15376776956708219,0.12931414475743103,0.29787180127969276
0.0,0.24033431112723608,0.07866901673095715,0.061583464258303494,0.08716745378028197,0.12582421604304425,0.08550001897906484,0.20731688000697115
0.0,0.25526732846562256,0.11540135158474728,0.0962717030829618,0.15194632105398725,0.2601246579788248,0.08978912270946032,0.2712659325980718
0.0,0.3426281850127589,0.11051063304294224,0.10142760885023545,0.09570230655153089,0.11081165247136944,0.12814028498344807,0.41980823656002636
0.0,0.23090620673622758,0.07368317088919217,0.08225404357906711,0.09055483844181168,0.09485324130619098,0.09550903579630349,0.26436394586962686
0.0,0.2360247364539822,0.0877422498910758,0.06940703142760701,0.08593333309149626,0.1074888764912633,0.11440058497630612,0.2847579426605491
0.0,0.29751106225378665,0.1363979146992935,0.12359751963626167,0.12468790213899092,0.14541827655041406,0.1587274768990717,0.4076167552621725
0.0,0.256180490079023,0.07928781843959457,0.06320215204240094,0.07824817344742489,0.11173162757848797,0.10514720863289438,0.2849354854414604
0.0,0.2327955551730919,0.10464283657734498,0.09020206028558558,0.09041850578129056,0.11226874726516937,0.08716010520849894,0.31304687970997586
0.0,0.24714927412385956,0.10428529575470348,0.09550779109967598,0.09453418896883391,0.11049949029961526,0.11650988212991654,0.3276533404495637
0.0,0.2690427718724476,0.09253910671035616,0.0945048727222454,0.07441457951399544,0.10054667312339036,0.10209973660299373,0.27019544866511136
0.0,0.25661949094187253,0.08290339974339266,0.07927869595049586,0.0932513876848896,0.0986084175913765,0.08294592722273969,0.29307030566442865
0.0,0.2310024961553314,0.08241381725979732,0.08452911058726345,0.09384707005414067,0.10967878765175831,0.09763473104341615,0.2418313991928072
0.0,0.31604721837653565,0.09886522457334046,0.1108498114051354,0.10071151996603978,0.1029169884698148,0.09250755153314702,0.27507564392875505
0.0,0.23301897420342355,0.09716344884738955,0.11346964004037768,0.11591275162934044,0.15247501335342872,0.08010510225640757,0.30020387477409544
0.0,0.2408833830259758,0.0697795503359131,0.0872550349811857,0.11672506105511697,0.15138156401766495,0.04965085686878813,0.17429763901508896
0.0,0.31125018492100603,0.0729435157620754,0.055220103431513956,0.0658458852740508,0.10154281902616072,0.06059884215282292,0.26808709943922976
0.0,0.3348000892132262,0.08934695643559955,0.08017639226197178,0.14252631582678726,0.1467732579799703,0.064422361945938,0.21341227701697169
0.0,0.28055755607088156,0.06691650363000952,0.10097767282639743,0.07758804684095404,0.07516619794424612,0.0733510962274938,0.2594356303750316
0.0,0.22287541215045104,0.08925609162358485,0.08018645013336821,0.08744544812471021,0.1502221150632368,0.06206258626197276,0.2828579960964571
0.0,0.2642080009189098,0.07658364771385431,0.06782775152443461,0.08936617313777727,0.11557451861245549,0.05668139978664805,0.29220759074276936
0.0,0.27638223136247747,0.07178768644090741,0.047523509457683154,0.058479086930444804,0.09556379830157143,0.06670798111955627,0.24027816503032326
0.0,0.2317149418085261,0.06362651232618405,0.050644901902808494,0.05099695590218312,0.10176739586551055,0.08483474198401779,0.26991710411601966
0.0,0.3073846367151379,0.08108624937169781,0.05398372833492322,0.062120678445900426,0.10799829385183772,0.050125589021629405,0.20171182516504677
0.0,0.2575990910995044,0.049888763437590786,0.04511090080355357,0.09862287968511148,0.10812306131470673,0.069018161657657,0.271222992523493
0.0,0.26622625873740957,0.05217829273732034,0.0634966430480655,0.0898365372924641,0.12119471090007398,0.06024959341435774,0.2607835029214102
0.0,0.29720864520134266,0.08203502610621176,0.06733677568490146,0.05825674678958581,0.11677918847864657,0.059245517561206704,0.2056027130091919
0.0,0.21648428841767833,0.08024294364986458,0.0693753563513524,0.0585384187379359,0.11292103915915022,0.06742715586243805,0.24290919329969374
0.0,0.21289341772918274,0.05363033376408334,0.04524930132207307,0.0513367861152943,0.12819863643003412,0.07349816981470694,0.2880439242023346
0.0,0.21289575128585186,0.06686626321499126,0.05504213971867884,0.06942962273866263,0.10612433266058205,0.07480303775286465,0.2770104443004466
0.0,0.24388447632608973,0.10660971930809153,0.04607322664433895,0.03774470034073368,0.11476946541890382,0.09574579540355024,0.26154004265401853
0.0,0.2383227465942197,0.0427145500699463,0.048309989541777926,0.08454480434835937,0.09863253524935016,0.043902715611398066,0.2841212035801498
0.0,0.2699630486945471,0.14323823096591487,0.14723261815707606,0.17548598419706468,0.23126295450755413,0.1617414221348132,0.29100531942670116
0.0,0.29583851568629016,0.11550310286987978,0.13003606384371058,0.15737740732407868,0.2086055218736076,0.14360453195876002,0.3146447399082845
0.0,0.3340382152474828,0.11492985757168614,0.09417540978175407,0.1118954586606746,0.23385137413751153,0.12039746039023119,0.3300149028564545
0.0,0.30587888973380994,0.15824715141871762,0.16192895756272,0.16970789456552968,0.2382513060002036,0.1441518078413328,0.30631078852234944
0.0,0.30436032113177264,0.14019670626832367,0.14464638867354607,0.13759377138558565,0.15712892248432328,0.15605966063763063,0.2856720953968749
0.0,0.31372124164677173,0.12686341607324722,0.11684830535032659,0.11861089486130656,0.15076356681162156,0.18131569210527848,0.2584414690815155
0.0,0.32435869692473807,0.13309929454065672,0.12961898993930157,0.12813529287331574,0.1611615390026085,0.13299146235645457,0.2642513081609877
0.0,0.25107958219759613,0.11843392435779615,0.19474800809363463,0.182438895085844,0.20337832069996115,0.11108974628011781,0.25649596481718956
0.0,0.2872120988499264,0.11638359494748486,0.10351407310201695,0.12378696396425169,0.20624957992708906,0.13436648423189118,0.2540630613468945
0.0,0.314919518453954,0.0808529022177657,0.10923195318399405,0.09892533606889535,0.10500884081139454,0.08872660924339348,0.20040241293344238
0.0,0.2735431459237639,0.15393143759762087,0.1470513490100522,0.16736589377173047,0.2073672796876769,0.18244498841340015,0.31322628790903495
0.0,0.28635246085273064,0.1449697968021547,0.15790174476336075,0.17850736787051652,0.20156297381720656,0.1564143161738011,0.3045950684702486
0.0,0.26722965035187474,0.10689836371945942,0.07596706130733447,0.08816085793611085,0.13831882715832824,0.10936919606766844,0.31584621697012805
0.0,0.26411630707965805,0.15997463141684337,0.13781197715375648,0.15744820676761367,0.19081659160528494,0.16763170277114553,0.2729582856594878
0.0,0.2938373485294595,0.1497653237082773,0.15031768687503985,0.16726822262023786,0.2343678793090143,0.175949532152299,0.2819364057845198
0.0,0.3209527645056874,0.1739938812076898,0.16025786469998762,0.16907997955947746,0.2004478319306924,0.17354066089387293,0.291181752959132
0.0,0.3531731946249783,0.13414311993827216,0.11069136189890949,0.1298185523251893,0.20522606937663024,0.12786973210973235,0.30123012878995475
0.0,0.2774594341057297,0.14361096142418045,0.14021554608047124,0.17860982467142564,0.197423843515374,0.16462680353411524,0.32958671758466135
0.0,0.24706810383028394,0.14402558768389995,0.13801841273819654,0.14916318704766626,0.16744789476889418,0.14871987585246946,0.2572774681345271
0.0,0.2814394560580944,0.18044624309762927,0.14063157083304734,0.1565564341408671,0.2033677287131833,0.19094311122007898,0.27712998518116505
0.0,0.3510026272957847,0.18149419788365728,0.16946958455295552,0.1822549078110817,0.2439088765317822,0.1988957423580273,0.29001532386161594
0.0,0.3084663193578258,0.21759763133667603,0.23026041619128068,0.20010117569744187,0.2740574539100322,0.22511088887892775,0.3269444524015998
0.0,0.2870532979764395,0.1010850708039567,0.10716251491913632,0.10980943691453034,0.16269454979456102,0.1292755960683615,0.2771015863309295
0.0,0.25558241594554537,0.10371003112916524,0.11898521162352108,0.12058765383985141,0.16799988824114565,0.1112399227415087,0.2167109042069465
0.0,0.18827593909484622,0.1202907965858041,0.14533198574717623,0.1454064835824173,0.19772920800284385,0.11976217491056466,0.21955906179998969
0.0,0.2006293506628788,0.08474075796827082,0.10112935088173391,0.12815822007295755,0.1912467530019651,0.10776332716695054,0.24823683470026395
0.0,0.2537683429669627,0.15279040829088242,0.15558355559684595,0.15041664037618568,0.1760723883899935,0.14394833186086725,0.288423135978897
0.0,0.29758074141259894,0.13583000596067735,0.1472185945926826,0.16484195946085065,0.16938179317459445,0.12711130139087864,0.21440716613815541
0.0,0.20342105519044265,0.11383019620052057,0.14673489200332407,0.14830013595754718,0.18102090920873437,0.1111771133501828,0.2269377244884927
0.0,0.275058898408146,0.11049483299526348,0.09602932662290914,0.09176464196878162,0.16357977928007103,0.09929406070186522,0.18303959246723822
0.0,0.2491725755712734,0.1072140220385093,0.1190061992585242,0.14103401437216687,0.17439064934344192,0.11920537115219303,0.2344658675233782
0.0,0.2213942953520275,0.11410950487773595,0.15715601831632067,0.18292059364999122,0.228674857233046,0.11173928786528634,0.23311294059654125
0.0,0.22362672280289336,0.11660809936630738,0.13074380905929023,0.15165388095938678,0.18275883328376272,0.10882946854324713,0.24692252865147016
0.0,0.2707011640821777,0.13149988760736916,0.13172082141018346,0.14550883138139906,0.19500733933899614,0.13870674482126474,0.25692926966998253
0.0,0.26730402140082515,0.14462806625117586,0.17327899554863468,0.18159595027166686,0.18757557032362113,0.16864906990801354,0.30071792895383326
0.0,0.26893715170889365,0.15125688619018135,0.1462851888215881,0.1576559752327923,0.2029997237894591,0.16963419208395708,0.2540691100649011
0.0,0.36495289009733345,0.14791827946716785,0.09812244571300362,0.13670210561955015,0.1718315480951622,0.11180642373368305,0.3097541324938841
0.0,0.2618448830394053,0.15307856586795401,0.13166523852128734,0.14018531175203947,0.19767506131788048,0.1441882901243639,0.2653206461476294
0.0,0.26767077207363976,0.12879381615319507,0.15322245169085744,0.18181687232168112,0.1875136203913016,0.18615488695098922,0.23812856918473804
0.0,0.2898862827287013,0.12901725203607262,0.13713399709605165,0.17924577576637293,0.2655346863996567,0.14966704803030512,0.2719078408176474
0.0,0.25152982976493266,0.13819644666902714,0.1366331498200011,0.1559511715120403,0.23019347772987678,0.13149672483910754,0.2890439798883627
0.0,0.2204872505282603,0.17011435049039336,0.1578486038798529,0.19032676223428527,0.21617766571920222,0.15955937868911152,0.23555069863184758
0.0,0.2704000574940247,0.12362692683219273,0.15222221346422815,0.1605565341267893,0.1914433109404882,0.14833977335446247,0.22807417379340653
0.0,0.30143771891286614,0.17651610081319502,0.15728949236879533,0.20002994935912202,0.26536307099919365,0.2054530210142619,0.3918883154117308
0.0,0.24388209842092923,0.13948932658232643,0.1687759460082143,0.16071137007073963,0.24047717350944303,0.14356687406476673,0.23594619962507618
0.0,0.2539278956051763,0.09544234051480899,0.08485505921341008,0.10571465117893616,0.13358902141530432,0.1135013271098605,0.31012071200430086
0.0,0.27910580637956883,0.09533340171652532,0.08938845288003615,0.11073425369903808,0.1361879759418084,0.12917235002493288,0.32401615804551315
0.0,0.27151786660478083,0.09067055723261079,0.08033067926652827,0.08853024647280879,0.12708425106647978,0.1279629994324925,0.3328912604297849
0.0,0.2738536620994957,0.11422545394992283,0.10086287997126485,0.12838088283558047,0.10521654309237059,0.15414400326269695,0.2946347200522735
0.0,0.30951616466438114,0.1012029588588625,0.06559475371886737,0.08301960059371488,0.09927555540540368,0.09363740765306394,0.36514150206126694
0.0,0.305907247753333,0.11323788207504722,0.09570777510688752,0.12534933054444816,0.16465670329056728,0.13610637339254228,0.3133648444014283
0.0,0.28689463922865377,0.10691961915324744,0.09816300398230661,0.12510757484159923,0.1756916927124526,0.15153766933079374,0.3793184772706778
0.0,0.2785501355353509,0.09854960102618306,0.10536649672854903,0.12361006296663876,0.19733182956210718,0.10252432780697103,0.38420702709027693
0.0,0.2987108450579677,0.1295672941190474,0.0716112738140559,0.07418032458823783,0.23197900910321223,0.15495199577425156,0.4019574866225537
0.0,0.33739559445637746,0.09863458513373564,0.08515373309442115,0.10876582375050474,0.1036614430356091,0.131930218806036,0.35805832360379564
0.0,0.30752029655371316,0.1314095732557641,0.13710330936661153,0.16123691972784368,0.15582914991018068,0.1426552705978262,0.3231762886144501
0.0,0.23767484206013617,0.07530888822754551,0.06670614531220313,0.07362460827288811,0.16358786391775573,0.07783976451776296,0.260275840656304
0.0,0.2779255779551445,0.12047029898454766,0.0957063222663396,0.10388207504993784,0.11899406508804813,0.13384954086308054,0.308770343031622
0.0,0.29706584388570906,0.17914724823478353,0.19624031301114353,0.2042306104140225,0.23026941651912328,0.16220078154510903,0.28811770837013256
0.0,0.28665646706934933,0.15143035178103492,0.15883078366148776,0.1497061956340044,0.20589373815299877,0.13484553251925893,0.28230836379489066
1.0,0.16890006358716844,0.10387346957066983,0.12031603712088933,0.1254512905344639,0.12991836062389198,0.11716332851569065,0.19878470916142618
1.0,0.1582693991325807,0.06720215152298735,0.09760980907690893,0.06724083763675276,0.14022367613584727,0.05647873141718472,0.2123148490830663
1.0,0.16253585415197883,0.11562480766068498,0.13560083139161494,0.12277718093953258,0.16213364721400988,0.11934388185500919,0.22210329125212014
1.0,0.2260924587881812,0.07210438913244116,0.087638847491266,0.141387109925495,0.2150982061407809,0.07203302115507546,0.1815270656581142
1.0,0.216541422066972,0.07112694667073599,0.08007523686231843,0.11102544133868301,0.13225382070501068,0.0740260585410598,0.15662474896753306
1.0,0.22266678473489082,0.06898182377635262,0.1436485858290177,0.1234737014382359,0.13898767000392642,0.08574556612742959,0.19442019821948126
1.0,0.2065192273289297,0.08189819481064006,0.13124361583948838,0.10411651093112494,0.16364368502141816,0.0841817893119886,0.2147579386578486
1.0,0.23132419676589258,0.0876134972740582,0.08371796278340089,0.12399586016007236,0.1837646701367051,0.10242320127134022,0.23952865541195198
1.0,0.21587344938683076,0.0979117354369995,0.08467113281398955,0.09105125883747628,0.14393708568942876,0.08206159061859578,0.17843061898381707
1.0,0.19581493153122448,0.07473970588804958,0.17764926216069785,0.11012564951391969,0.16135923198902843,0.07725021399572662,0.22400424485100368
